"Col001","Col002","Col003","Col004","Col005","Col006","Col007","Col008","Col009","Col010","Col011","Col012","Col013","Col014","Col015","Col016","Col017","Col018","Col019","Col020","Col021","Col022","Col023","Col024","Col025","Col026","Col027","Col028"
"113","IBN AL WALEED","2017-07-12 00:00:00","ATLANTIC","ADBIYA","847","2017-07-12 00:00:00","2017-07-12 00:00:00","2017-07-12 00:00:00","17913 REG NO: 2017/178","0","1970",,,,,,,,,,,,,,,,
"114","SUDAIR","2017-07-24 00:00:00","ATLANTIC","ADBIYA","848","2017-07-24 00:00:00","2017-07-24 00:00:00","2017-07-24 00:00:00","1729   REG NO: 2017/483","0","D5MD5",,,,,,,,,,,,,,,,
"115","IBN AL WALEED","2017-07-24 00:00:00","ATLANTIC","ADBIYA","849","2017-07-24 00:00:00","2017-07-24 00:00:00","2017-07-24 00:00:00","17914   REG NO: 2017/471","0","HZAI",,,,,,,,,,,,,,,,
"116","IBN ALWALEED","2017-08-09 00:00:00","ATLANTIC","ADBIYA","850","2017-08-09 00:00:00","2017-08-09 00:00:00","2017-08-09 00:00:00","17915   REG NO: 2017/207","0","1970",,,,,,,,,,,,,,,,
"117","IBN WALEED","2017-08-21 00:00:00","ATLANTIC","ADBIYA","851","2017-08-21 00:00:00","2017-08-21 00:00:00","2017-08-21 00:00:00","V-17916   REG NO: 2017/547","0","19750",,,,,,,,,,,,,,,,
"118","IBN AL WALEED","2017-08-29 00:00:00","ATLANTIC","ADBIYA","852","2017-08-29 00:00:00","2017-08-29 00:00:00","2017-08-29 00:00:00","V-17917 RIG 224/ 2017","0","1978",,,,,,,,,,,,,,,,
"119","IBN WALEED","2017-09-11 00:00:00","ATLANTIC","ADBIYA","853","2017-09-11 00:00:00","2017-09-11 00:00:00","2017-09-11 00:00:00","17918 RIG 241/ 2017","0","1975",,,,,,,,,,,,,,,,
"120","IBN WALLEED","2017-09-22 00:00:00","ATLANTIC","ADBIYA","854","2017-09-22 00:00:00","2017-09-22 00:00:00","2017-09-22 00:00:00","17919      REG NO: 2017/245","0","1970",,,,,,,,,,,,,,,,
"121","KOTA KASTURI","2017-09-26 00:00:00","ATLANTIC","JEDDAH","855","2017-09-26 00:00:00","2017-09-26 00:00:00","2017-09-26 00:00:00","023   REG NO: 2017/640","0","1970",,,,,,,,,,,,,,,,
"122","IBN WALEED","2017-10-06 00:00:00","ATLANTIC","ADBIYA","856","2017-10-06 00:00:00","2017-10-06 00:00:00","2017-10-06 00:00:00","17920   REG NO: 2017/654","0","1970",,,,,,,,,,,,,,,,
"123","ASIR","2017-10-26 00:00:00","ATLANTIC","ADBIYA","857","2017-10-26 00:00:00","2017-10-26 00:00:00","2017-10-26 00:00:00","1741   REG NO: 2017/702","0","1975",,,,,,,,,,,,,,,,
"124","KOTA KASTURI","2017-11-04 00:00:00","ATLANTIC","ADBIYA","858","2017-11-04 00:00:00","2017-11-04 00:00:00","2017-11-04 00:00:00","0058E     REG NO: 2017/721","0","1975",,,,,,,,,,,,,,,,
"125","KOTA NILAM","2017-10-31 00:00:00","ATLANTIC","ADBIYA","859","2017-10-31 00:00:00","2017-10-31 00:00:00","2017-10-31 00:00:00","104S  REG NO: 2017/719 ","0","1970",,,,,,,,,,,,,,,,
"126","KOTA KARIM","2017-11-15 00:00:00","ATLANTIC","ADBIYA","860","2017-11-15 00:00:00","2017-11-15 00:00:00","2017-11-15 00:00:00","KRM141E    REG NO: 2017/742","0","1975",,,,,,,,,,,,,,,,
"127","IBN AL WALEED","2017-11-20 00:00:00","ATLANTIC","ADBIYA","861","2017-11-20 00:00:00","2017-11-20 00:00:00","2017-11-20 00:00:00","17923","0","1970",,,,,,,,,,,,,,,,
"128","IBN AL WALEED","2017-11-20 00:00:00","ATLANTIC","ADBIYA","862","2017-11-20 00:00:00","2017-11-20 00:00:00","2017-11-20 00:00:00","17923 RIG:298 ","0","1975",,,,,,,,,,,,,,,,
"129","KOTA KAMIL","2017-12-03 00:00:00","ATLANTIC","ADBIYA","863","2017-12-03 00:00:00","2017-12-03 00:00:00","2017-12-03 00:00:00","0133E    REG NO: 2017/781","0","1975",,,,,,,,,,,,,,,,
"130","KOTA KASTURI","2017-12-15 00:00:00","ATLANTIC","ADBIYA","864","2017-12-15 00:00:00","2017-12-15 00:00:00","2017-12-15 00:00:00","0086E     REG NO: 2017/807","0","1970",,,,,,,,,,,,,,,,
"131","ALAHMED","2017-12-13 00:00:00","ATLANTIC","ADBIYA","865","2017-12-13 00:00:00","2017-12-13 00:00:00","2017-12-13 00:00:00","REG NO: 2017 /802","0","1970",,,,,,,,,,,,,,,,
"132","KOTA KASTURI","2017-12-15 00:00:00","ATLANTIC","JEDDAH","866","2017-12-15 00:00:00","2017-12-18 00:00:00","2017-12-15 00:00:00","0086E RIG 2017/ 807","0","1970",,,,,,,,,,,,,,,,
"133","KOTA KASTURI","2017-12-29 00:00:00","ATLANTIC","ADBIYA","867","2017-12-29 00:00:00","2017-12-29 00:00:00","2017-12-29 00:00:00","0087S   REG NO: 2017/842","0","1975",,,,,,,,,,,,,,,,
"134","IBN AL WALEED","2017-12-28 00:00:00","ATLANTIC","ADBIYA","868","2017-12-28 00:00:00","2017-12-28 00:00:00","2017-12-28 00:00:00","17926   REG NO: 2018/1","0","1970",,,,,,,,,,,,,,,,
"135","KOTA KASTURI","2018-01-15 00:00:00","ATLANTIC","ADBIYA","869","2018-01-15 00:00:00","2018-01-15 00:00:00","2018-01-15 00:00:00","088S  REG NO: 2018/33","0","1975",,,,,,,,,,,,,,,,
"136","KOTA KASTURI","2018-01-15 00:00:00","ATLANTIC","ADBIYA","870","2018-01-15 00:00:00","2018-01-15 00:00:00","2018-01-15 00:00:00","88S    REG NO: 2018/35","0","19750",,,,,,,,,,,,,,,,
"137","AL AHMED","2018-01-18 00:00:00","ATLANTIC","ATLANTCI","871","2018-01-18 00:00:00","2018-01-18 00:00:00","2018-01-18 00:00:00","18701  REG NO: 2018/38","0","1970",,,,,,,,,,,,,,,,
"138","ALAHMED","2018-01-25 00:00:00","ATLANTIC","ADBIYA","872","2018-01-25 00:00:00","2018-01-25 00:00:00","2018-01-25 00:00:00","18702    REG NO: 2018/57","0","1975",,,,,,,,,,,,,,,,
"139","KOTA KASTURI   VOY:089S","2018-02-03 00:00:00","ATLANTIC","ADBIYA","873","2018-02-03 00:00:00","2018-02-03 00:00:00","2018-02-03 00:00:00","V/29A/2018   REG NO: 2018/88","0","1975",,,,,,,,,,,,,,,,
"140","IBN ALWALEED   VOY: 18903","2018-02-16 00:00:00","ATLANTIC","ADBIYA","874","2018-02-16 00:00:00","2018-02-16 00:00:00","2018-02-16 00:00:00","V/42A/2018   REG NO: 2018/117","0","1970",,,,,,,,,,,,,,,,
"141","IBN ALWALEED","2018-02-23 00:00:00","ATLANTIC","ADBIYA","875","2018-02-23 00:00:00","2018-02-23 00:00:00","2018-02-23 00:00:00","18904","0","1975",,,,,,,,,,,,,,,,
"142","IBN ALWALEED  VOY: 18904","2018-02-27 00:00:00","ATLANTIC","ADBIYA","876","2018-02-27 00:00:00","2018-02-27 00:00:00","2018-02-27 00:00:00","V/40A/2018 REG NO: 2018/39 PZUNO.","0","1970",,,,,,,,,,,,,,,,
"143","KOTA KASTURI","2018-03-03 00:00:00","ATLANTIC","ADBIYA","877","2018-03-03 00:00:00","2018-03-03 00:00:00","2018-03-03 00:00:00","V-0091S   REG NO: 2018/154","0","1975",,,,,,,,,,,,,,,,
"144","ALAHMED","2018-03-05 00:00:00","ATLANTIC","ADBIYA","878","2018-03-05 00:00:00","2018-03-05 00:00:00","2018-03-05 00:00:00","18704     REG NO: 2018/174","0","1975",,,,,,,,,,,,,,,,
"145","ALAHMED      VOY: 18705","2018-03-21 00:00:00","ATLANTIC","ADBIYA","879","2018-03-21 00:00:00","2018-03-21 00:00:00","2018-03-21 00:00:00","V/77A/2018     REG NO: 2018/212","0","1975",,,,,,,,,,,,,,,,
"146","CALLIPO      VOY: 1812W","2018-03-31 00:00:00","ATLANTIC","ADBIYA","880","2018-03-31 00:00:00","2018-03-31 00:00:00","2018-03-31 00:00:00","V/87A/2018      REG NO: 2018/232","0","1975",,,,,,,,,,,,,,,,
"147","KOTA KKAY","2018-04-06 00:00:00","ATLANTIC","ADBIYA","881","2018-04-06 00:00:00","2018-04-06 00:00:00","2018-04-06 00:00:00","0166E          REG NO: 2018/253","0","1978",,,,,,,,,,,,,,,,
"148","CALLIPO            VOY:1814W","2018-04-12 00:00:00","ATLANTIC","ADBIYA","882","2018-04-12 00:00:00","2018-04-12 00:00:00","2018-04-12 00:00:00","V/99A/2018            REG NO: 2018/264","0","1975",,,,,,,,,,,,,,,,
"149","DEVON TRADER     VOY: 887","2018-04-22 00:00:00","ATLANTIC","ADBIYA","883","2018-04-22 00:00:00","2018-04-22 00:00:00","2018-04-22 00:00:00","V/110A/2018       REG NO: 2018/284","0","1975",,,,,,,,,,,,,,,,
"150","CALLIOPE      VOY: 1816W","2018-04-25 00:00:00","ATLANTIC","ADBIYA","884","2018-04-25 00:00:00","2018-04-25 00:00:00","2018-04-25 00:00:00","V/114A/2018           REG NO: 2018/300","0","1975",,,,,,,,,,,,,,,,
"151","GLORY         VOY: 015W","2018-04-30 00:00:00","ATLANTIC","ADBIYA","885","2018-04-30 00:00:00","2018-04-30 00:00:00","2018-04-30 00:00:00","V/122A/2018         REG NO: 2018/316","0","1975",,,,,,,,,,,,,,,,
"152","GLORY      VOY:016W","2018-05-07 00:00:00","ATLANTIC","ADBIYA","886","2018-05-07 00:00:00","2018-05-07 00:00:00","2018-05-07 00:00:00","V/128A/2018        REG NO: 2018/336","0","1975",,,,,,,,,,,,,,,,
"153","GLORY     VOY: 018W","2018-05-22 00:00:00","ATLANTIC","ADBIYA","887","2018-05-22 00:00:00","2018-05-22 00:00:00","2018-05-22 00:00:00","V/142/ATLANT/2018    RIG NO:363/2018","0","19750",,,,,,,,,,,,,,,,
"154","GLORY        VOY:019W","2018-06-01 00:00:00","ATLANTIC","ADBIYA","888","2018-06-01 00:00:00","2018-06-01 00:00:00","2018-06-01 00:00:00","V/150/ATLANT/2018    RIG NO:389/2018","0","1975",,,,,,,,,,,,,,,,
"155","GLORY    VOY: 020W","2018-06-10 00:00:00","ATLANTIC","ADBIYA","889","2018-06-10 00:00:00","2018-06-10 00:00:00","2018-06-10 00:00:00","V/157/ATLANT/2018   RIG NO:403/2018","0","1975",,,,,,,,,,,,,,,,
"156","GLORY      VOY: 021W","2018-06-20 00:00:00","ATLANTIC","ADBIYA","890","2018-06-20 00:00:00","2018-06-20 00:00:00","2018-06-20 00:00:00","V/164/ATLANT/2018   RIG NO:424/2018","0","1975",,,,,,,,,,,,,,,,
"157","GLORY    VOY: 022W","2018-07-03 00:00:00","ATLANTIC","ADBIYA","891","2018-07-03 00:00:00","2018-07-03 00:00:00","2018-07-03 00:00:00","V/178/ATLANT/2018   RIG NO:442/2018","0","1975",,,,,,,,,,,,,,,,
"158","GLORY    VOY: 023W","2018-07-11 00:00:00","ATLANTIC","ADBIYA","892","2018-07-11 00:00:00","2018-07-11 00:00:00","2018-07-11 00:00:00","V/184/ATLANT/2018   RIG NO:476/2018","0","1975",,,,,,,,,,,,,,,,
"159","GLORY        VOY: 024W","2018-07-19 00:00:00","ATLANTIC","ADBIYA","893","2018-07-19 00:00:00","2018-07-19 00:00:00","2018-07-19 00:00:00","V/190/ATLANT/2018   RIG NO:497/2018","0","1975",,,,,,,,,,,,,,,,
"160","GLORY      VOY:025W","2018-07-29 00:00:00","ATLANTIC","ADBIYA","894","2018-07-29 00:00:00","2018-07-29 00:00:00","2018-07-29 00:00:00","V/198/ATLANT/2018   RIG NO:515/2018","0","1975",,,,,,,,,,,,,,,,
"161","GLORY    VOY:026W","2018-08-10 00:00:00","ATLANTIC","ADBIYA","895","2018-08-10 00:00:00","2018-08-10 00:00:00","2018-08-10 00:00:00","V/205/ATLANT/2018   RIG NO:532/2018","0","1975",,,,,,,,,,,,,,,,
"162","GLORY     VOY:027W","2018-08-19 00:00:00","ATLANTIC","ADBIYA","896","2018-08-19 00:00:00","2018-08-19 00:00:00","2018-08-19 00:00:00","V/212/ATLANT/2018   RIG NO:554/2018","0","1975",,,,,,,,,,,,,,,,
"163","GLORY        VOY :28W","2018-09-01 00:00:00","ATLANTIC","ADBIYA","897","2018-09-01 00:00:00","2018-09-01 00:00:00","2018-09-01 00:00:00","V/223/ATLANT/2018   RIG NO:577/2018","0","1975",,,,,,,,,,,,,,,,
"164","GLORY     VOY:029W","2018-09-08 00:00:00","ATLANTIC","ADBIYA","898","2018-09-08 00:00:00","2018-09-08 00:00:00","2018-09-08 00:00:00","V/227/ATLANT/2018   RIG NO:588/2018","0","1975",,,,,,,,,,,,,,,,
"165","GLORY      VOY:031","2018-09-21 00:00:00","ATLANTIC","ADBIYA","899","2018-09-21 00:00:00","2018-09-21 00:00:00","2018-09-21 00:00:00","V/234/ATLANT/2018   RIG NO:627/2018","0","1975",,,,,,,,,,,,,,,,
"166","GLORY     VOY: 033W","2018-10-11 00:00:00","ATLANTIC","ADBIYA","900","2018-10-11 00:00:00","2018-10-11 00:00:00","2018-10-11 00:00:00","V/246/ATLANT/2018   RIG NO:652/2018","0","1975",,,,,,,,,,,,,,,,
"167","GLORY        VOY: 34W","2018-10-25 00:00:00","ATLANTIC","ADBIYA","901","2018-10-25 00:00:00","2018-10-25 00:00:00","2018-10-25 00:00:00","V/254/ATLANT/2018   RIG NO:679/2018","0","1975",,,,,,,,,,,,,,,,
"168","GLORY    VOY:35W","2018-11-08 00:00:00","ATLANTIC","ADBIYA","902","2018-11-08 00:00:00","2018-11-08 00:00:00","2018-11-08 00:00:00","V/263/ATLANT/2018   RIG NO:699/2018","0","1975",,,,,,,,,,,,,,,,
"169","GLORY     VOY:036W","2018-11-16 00:00:00","ATLANTIC","ADBIYA","903","2018-11-16 00:00:00","2018-11-16 00:00:00","2018-11-16 00:00:00","V/269/ATLANT/2018   RIG NO:723/2018","0","1975",,,,,,,,,,,,,,,,
"170","KOTA KASTURI      VOY: KKAS0101S","2018-11-16 00:00:00","ATLANTIC","JEBEL ALI","904","2018-11-16 00:00:00","2018-11-16 00:00:00","2018-11-16 00:00:00","V/271/ATLANT/2018   RIG NO:725/2018","0","19750",,,,,,,,,,,,,,,,
"171","KOTA NABIL   VOY:KNBL01518","2018-11-18 00:00:00","ATLANTIC","ADBIYA","905","2018-11-18 00:00:00","2018-11-18 00:00:00","2018-11-18 00:00:00","V/273/ATLANT/2018   RIG NO:743/2018","0","1975",,,,,,,,,,,,,,,,
"172","CALLIOPE     VOY : 1846W","2018-11-29 00:00:00","ATLANTIC","ADBIYA","906","2018-11-29 00:00:00","2018-11-29 00:00:00","2018-11-29 00:00:00","V/281/ATLANT/2018   RIG NO:754/2018","0","1975",,,,,,,,,,,,,,,,
"173","CALLIOPE     VOY : 1848W","2018-12-13 00:00:00","ATLANTIC","ADBIYA","907","2018-12-13 00:00:00","2018-12-13 00:00:00","2018-12-13 00:00:00","V/288/ATLANT/2018   RIG NO:780/2018","0","D5OW8",,,,,,,,,,,,,,,,
"174","CALLIOPE        VOY : 1850W","2018-12-26 00:00:00","ATLANTIC","ADBIYA","908","2018-12-26 00:00:00","2018-12-26 00:00:00","2018-12-26 00:00:00","V/301/ATLANT/2018   RIG NO:815/2018","0","1975",,,,,,,,,,,,,,,,
"175","KOTA NABIL       VOY:KNBL0153S","2018-12-19 00:00:00","ATLANTIC","ADBIYA","909","2018-12-19 00:00:00","2018-12-19 00:00:00","2018-12-19 00:00:00","V/293/ATLANT/2018   RIG NO:804/2018","0","1975",,,,,,,,,,,,,,,,
"176","KOTA NABIL","2018-12-25 00:00:00","ATLANTIC","ADBIYA","910","2018-12-25 00:00:00","2018-12-25 00:00:00","2018-12-25 00:00:00","V/299/ATLANT/2018   RIG NO:826/2018","0","1975",,,,,,,,,,,,,,,,
"177","CALLIOPE","2019-01-08 00:00:00","ATLANTIC","ADBIYA","911","2019-01-08 00:00:00","2019-01-08 00:00:00","2019-01-08 00:00:00","1852 W","0","1975",,,,,,,,,,,,,,,,
"178","CALLIOPE        VOY:1852W","2019-01-12 00:00:00","ATLANTIC","ADBIYA","912","2019-01-12 00:00:00","2019-01-12 00:00:00","2019-01-12 00:00:00","V/12/ATLANT/2019    RIG NO:27/2019","0","1975",,,,,,,,,,,,,,,,
"179","BATAM TRADER       V.005","2019-01-11 00:00:00","ATLANTIC","ADBIYA","913","2019-01-11 00:00:00","2019-01-11 00:00:00","2019-01-11 00:00:00","V/11/2019          RIG NO:26/2019","0","1975",,,,,,,,,,,,,,,,
"180","KOTA NABIL    VOY:0KNBL0156S","2019-01-10 00:00:00","ATLANTIC","ADBIYA","914","2019-01-10 00:00:00","2019-01-10 00:00:00","2019-01-10 00:00:00","V/10/ATLANT/2019    RIG NO:45/2019","0","1975",,,,,,,,,,,,,,,,
"181","CALLIOPE       VOY:1903","2019-01-30 00:00:00","ATLANTIC","ADBIYA","915","2019-01-30 00:00:00","2019-01-30 00:00:00","2019-02-03 00:00:00","V/25/ATLANT/2019   RIG NO:87/2019","0","1975",,,,,,,,,,,,,,,,
"182","BATAM TRADER        VOY.07","2019-01-27 00:00:00","ATLANTIC","ADBIYA","916","2019-01-27 00:00:00","2019-01-27 00:00:00","2019-01-27 00:00:00","V/24/2019        RIG NO:79/2018","0","1778",,,,,,,,,,,,,,,,
"183","KOTA NABIL     VOY: KNBL0158S","2019-01-25 00:00:00","ATLANTIC","JEBEL ALI","917","2019-01-25 00:00:00","2019-01-25 00:00:00","2019-01-25 00:00:00","V/22/ATLANT/2019    RIG NO:83/2018","0","1975",,,,,,,,,,,,,,,,
"184","KOTA NABIL  VOY:00","2019-01-17 00:00:00","ATLANTIC","JEBEL ALI","918","2019-01-17 00:00:00","2019-01-17 00:00:00","2019-01-17 00:00:00","V/16/ATLANT/2019   RIG NO:96/2019","0","1975",,,,,,,,,,,,,,,,
"185","BATAM TRADER    VOY:08","2019-02-06 00:00:00","ATLANTIC","ADBIYA","919","2019-02-06 00:00:00","2019-02-06 00:00:00","2019-02-06 00:00:00","V/28/2019          RIG NO:98/2019","0","1975",,,,,,,,,,,,,,,,
"186","KOTA NABIEL","2019-02-16 00:00:00","ATLANTIC","ADBIYA","920","2019-02-16 00:00:00","2019-02-16 00:00:00","2019-02-16 00:00:00","V/32/ATLANT/2019   RIG NO:112/2019","0","1975",,,,,,,,,,,,,,,,
"187","CMA CGM OKAPI","2019-02-14 00:00:00","ATLANTIC","ADBIYA","921","2019-02-14 00:00:00","2019-02-14 00:00:00","2019-02-14 00:00:00","OMO4W1MA","0","1975",,,,,,,,,,,,,,,,
"188","BATAM TRADER       V.009","2019-03-01 00:00:00","ATLANTIC","ADBIYA","922","2019-03-01 00:00:00","2019-03-01 00:00:00","2019-03-01 00:00:00","V/39/2019           RIG NO:126/2019","0","1975",,,,,,,,,,,,,,,,
"189","KOTA NALURI","2019-03-01 00:00:00","ATLANTIC","ADBIYA","923","2019-03-01 00:00:00","2019-03-01 00:00:00","2019-03-01 00:00:00","V/40/ATLANT/2019   RIG NO:132/2019","0","1789",,,,,,,,,,,,,,,,
"190","IBN AL WALEED    VOY:19904","2019-03-09 00:00:00","ATLANTIC","ADBIYA","924","2019-03-09 00:00:00","2019-03-09 00:00:00","2019-03-09 00:00:00","V/61/ATLANT/2019   RIG NO:62/2019 NQ","0","1975",,,,,,,,,,,,,,,,
"191","BATAM TRADER     VOY: 010","2019-03-10 00:00:00","ATLANTIC","ADBIYA","925","2019-03-10 00:00:00","2019-03-10 00:00:00","2019-03-10 00:00:00","V/48/2019           RIG NO:157/2019","0","1975",,,,,,,,,,,,,,,,
"192","KOTA KAYA","2019-03-10 00:00:00","ATLANTIC","ADBIYA","926","2019-03-10 00:00:00","2019-03-10 00:00:00","2019-03-10 00:00:00","6E","0","1975",,,,,,,,,,,,,,,,
"193","BATAM TRADER    VOY: 11","2019-03-20 00:00:00","ATLANTIC","ADBIYA","927","2019-03-20 00:00:00","2019-03-20 00:00:00","2019-03-20 00:00:00","V/55/2019           RIG NO:194/2019","0","9HA4493",,,,,,,,,,,,,,,,
"194","PAAVA","2019-03-14 00:00:00","ATLANTIC","ADBIYA","928","2019-03-14 00:00:00","2019-03-14 00:00:00","2019-03-14 00:00:00","19010","0","1975",,,,,,,,,,,,,,,,
"195","BATAM TRADER     VOY:012","2019-03-29 00:00:00","ATLANTIC","ADBIYA","929","2019-03-29 00:00:00","2019-03-29 00:00:00","2019-03-29 00:00:00","V/63/2019           RIG NO:216/2019","0","9HA4493",,,,,,,,,,,,,,,,
"196","CALLIOPE            VOY:1915W","2019-04-18 00:00:00","ATLANTIC","ADBIYA","930","2019-04-18 00:00:00","2019-04-18 00:00:00","2019-04-18 00:00:00","V/76/ATLANT/2019     RIG NO:269/2019","0","1975",,,,,,,,,,,,,,,,
"197","BATAB TRADER          VOY:014","2019-04-19 00:00:00","ATLANTIC","ADBIYA","931","2019-04-19 00:00:00","2019-04-19 00:00:00","2019-04-19 00:00:00","V/77/2019               RIG NO:268/2019","0","9HA4493",,,,,,,,,,,,,,,,
"198","BATAM TRADED    VOY:015","2019-04-29 00:00:00","ATLANTIC","ADBIYA","932","2019-04-29 00:00:00","2019-04-29 00:00:00","2019-04-29 00:00:00","V/85/2019               RIG NO:292/2019","0","1975",,,,,,,,,,,,,,,,
"199","TEST","2018-04-29 00:00:00","ATLANTIC","ADBIYA","933","2018-04-29 00:00:00","2018-04-29 00:00:00","2018-04-29 00:00:00","015","0","1975",,,,,,,,,,,,,,,,
"200","CALLIOPE    VOY:1917","2019-05-06 00:00:00","ATLANTIC","JEBEL ALI","934","2019-05-06 00:00:00","2019-05-06 00:00:00","2019-05-06 00:00:00","V/89/ATLANT/2019     RIG NO:310/2019","0","1780",,,,,,,,,,,,,,,,
"201","BATAM TRADED    VOY:016","2019-05-08 00:00:00","ATLANTIC","ADBIYA","935","2019-05-08 00:00:00","2019-05-08 00:00:00","2019-05-08 00:00:00","V/92/2019               RIG NO:315/2019","0","9HA4493",,,,,,,,,,,,,,,,
"202","BATAM TRADED          VOY:017","2019-05-19 00:00:00","ATLANTIC","ADBIYA","936","2019-05-19 00:00:00","2019-05-19 00:00:00","2019-05-19 00:00:00","V/98/2019               RIG NO:334/2019","0","9HA4493",,,,,,,,,,,,,,,,
"203","CALLIOPE    VOY: 1919","2019-05-28 00:00:00","ATLANTIC","ADBIYA","937","2019-05-28 00:00:00","2019-06-10 00:00:00","2019-05-30 00:00:00","V/103/ATLANT/2019    RIG NO:350/2019","0","1975",,,,,,,,,,,,,,,,
"204","BATAM TRADED        VOY: 018","2019-06-14 00:00:00","ATLANTIC","ADBIYA","938","2019-06-14 00:00:00","2019-06-14 00:00:00","2019-06-14 00:00:00","V/111/2019               RIG NO:360/2019","0","9HA4493",,,,,,,,,,,,,,,,
"205","CMA CGM OKAPI  VOY:0MO0GM1MA","2019-06-11 00:00:00","ATLANTIC","JEBEL ALI","939","2019-06-11 00:00:00","2019-06-11 00:00:00","2019-06-11 00:00:00","V/108/ATLANT/2019   RIG NO:373/2019","0","1975",,,,,,,,,,,,,,,,
"206","IBN AL WALEED          VOY11914","2019-06-21 00:00:00","ATLANTIC","ADBIYA","940","2019-06-23 00:00:00","2019-06-23 00:00:00","2019-06-23 00:00:00","V/126/ATLANT/2019  RIG NO:134/2019 NQ","0","1975",,,,,,,,,,,,,,,,
"207","CALLOIPE","2019-06-23 00:00:00","ATLANTIC","JEBEL ALI","941","2019-06-23 00:00:00","2019-06-23 00:00:00","2019-06-23 00:00:00","63ADER RIG NO:391/2019 ","0","1975",,,,,,,,,,,,,,,,
"208","KOTA NILLAM","2019-06-24 00:00:00","ATLANTIC","ADBIYA","942","2019-06-24 00:00:00","2019-06-24 00:00:00","2019-06-24 00:00:00","KNLMOL34S        RIG NO:393/2019","0","1975",,,,,,,,,,,,,,,,
"209","CMA CGM OKAPI","2019-06-11 00:00:00","ATLANTIC","ADBIYA","943","2019-06-11 00:00:00","2019-06-11 00:00:00","2019-06-11 00:00:00","OMOOGWIMA ","0","1975",,,,,,,,,,,,,,,,
"210","BATAM TRADED        VOY: 20","2019-05-07 00:00:00","ATLANTIC","ADBIYA","944","2019-05-07 00:00:00","2019-05-07 00:00:00","2019-05-07 00:00:00"," VOY: 20","0","1975",,,,,,,,,,,,,,,,
"211","BATAM TRADED","2019-07-06 00:00:00","ATLANTIC","ADBIYA","945","2019-07-06 00:00:00","2019-07-06 00:00:00","2019-07-06 00:00:00","VOY:  020","0","9HA4493",,,,,,,,,,,,,,,,
"212","BATAM TRADED    VOY:020","2019-07-06 00:00:00","ATLANTIC","ADBIYA","946","2019-07-06 00:00:00","2019-07-06 00:00:00","2019-07-06 00:00:00","V/127/2019               RIG NO:409/2019","0","9HA4493",,,,,,,,,,,,,,,,
"213","BATAM TRADED","2019-07-16 00:00:00","ATLANTIC","ADBIYA","947","2019-07-16 00:00:00","2019-07-16 00:00:00","2019-07-16 00:00:00","V/133/2019         RIG NO:433/2019","0","9HA4493",,,,,,,,,,,,,,,,
"214","CALLIOPE   VOY:1925","2019-07-26 00:00:00","ATLANTIC","ADBIYA","948","2019-07-26 00:00:00","2019-07-26 00:00:00","2019-07-26 00:00:00","V/142/ATLANT/2019  RIG NO:452/2019","0","1780",,,,,,,,,,,,,,,,
"215","KOTA NILAM","2019-07-25 00:00:00","ATLANTIC","JEBEL ALI","949","2019-07-25 00:00:00","2019-07-25 00:00:00","2019-07-25 00:00:00","36 S","0","1975",,,,,,,,,,,,,,,,
"216","SL TWEETY","2019-08-13 00:00:00","ATLANTIC","ADBIYA","950","2019-08-13 00:00:00","2019-08-13 00:00:00","2019-08-13 00:00:00","V/152/2019         RIG NO:468/2019","0","1975",,,,,,,,,,,,,,,,
"217","IBN ALWALEED","2019-08-08 00:00:00","ATLANTIC","ADBIYA","951","2019-08-08 00:00:00","2019-08-08 00:00:00","2019-08-08 00:00:00","V/155/2019         RIG NO:475/2019","0","1975",,,,,,,,,,,,,,,,
"218","CALLOIPE","2019-08-19 00:00:00","ATLANTIC","JEBEL ALI","952","2019-08-19 00:00:00","2019-08-19 00:00:00","2019-08-19 00:00:00","V/157/2019         RIG NO:476/2019","0","1975",,,,,,,,,,,,,,,,
"219","BATAM TRADED        VOY:023","2019-08-18 00:00:00","ATLANTIC","JEBEL ALI","953","2019-08-18 00:00:00","2019-08-18 00:00:00","2019-08-18 00:00:00","V/156/2019           RIG NO:502/2019","0","1975",,,,,,,,,,,,,,,,
"220","IBN AL WALEED       V:19921","2019-08-30 00:00:00","ATLANTIC","JEDDAH","954","2019-08-30 00:00:00","2019-08-30 00:00:00","2019-08-30 00:00:00","V/170/ATLANT/2019  RIG NO:182/2019","0","XXX",,,,,,,,,,,,,,,,
"221","IBN AL WALEED   VOY:19922","2019-09-04 00:00:00","ATLANTIC","JEDDAH","955","2019-09-04 00:00:00","2019-09-04 00:00:00","2019-09-04 00:00:00","V/175/ATLANT/2019   RIG NO:187/2019","1","XXXX",,,,,,,,,,,,,,,,
"222","CALLIOPE        V - 1928W","2019-09-04 00:00:00","ATLANTIC","JEBEL ALI","956","2019-09-04 00:00:00","2019-09-04 00:00:00","2019-09-04 00:00:00","V/169/ATLANT/2019   RIG NO:504/2019","1","D5OW8",,,,,,,,,,,,,,,,
"223","BATAM TRADER    V:025","2019-09-06 00:00:00","ATLANTIC","JEDDAH","957","2019-09-06 00:00:00","2019-09-06 00:00:00","2019-09-06 00:00:00","V/172/2019           RIG NO:514/2019","0","9HA4493",,,,,,,,,,,,,,,,
